index,name,seed,status,box_size,model1.intensity,model1.radius,model2.intensity,model2.min_r1,model2.max_r1,model3.intensity,model3.radius,n_points,n_final,n_removed_floaters,n_closed_voxels,n_filled_voxels,filler_fraction,phr,spheres_npz,voxel_npz
22,phr_47.31_id23,1022,generated,3.0,250.0,0.1,3,0.25,0.5,1.8,0.4,6708,1485,66,9541,0,0.19472739125044491,47.31172649436819,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v2\voxel_structures\phr_47.31_id23_voxel.npz
23,phr_28.61_id24,1023,generated,3.0,250.0,0.1,3,0.25,0.5,1.8,0.4,6886,1021,67,5405,0,0.1275760157090467,28.610544026853855,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v2\voxel_structures\phr_28.61_id24_voxel.npz
24,phr_33.11_id25,1024,generated,3.0,250.0,0.1,3,0.25,0.5,1.8,0.4,6754,1123,67,6351,0,0.14472479173915304,33.10714475222093,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v2\voxel_structures\phr_33.11_id25_voxel.npz
25,phr_36.66_id26,1025,generated,3.0,250.0,0.1,3,0.25,0.5,1.8,0.4,6774,1219,65,7411,0,0.15781433090578972,36.66260071791387,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v2\voxel_structures\phr_36.66_id26_voxel.npz
26,phr_32.61_id27,1026,generated,3.0,250.0,0.1,3,0.25,0.5,1.8,0.4,6715,1094,73,6424,0,0.14284914436086016,32.60656563771416,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v2\voxel_structures\phr_32.61_id27_voxel.npz
27,phr_27.09_id28,1027,generated,3.0,250.0,0.1,3,0.25,0.5,1.8,0.4,6632,922,66,5381,0,0.12163313297100145,27.093220132636276,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v2\voxel_structures\phr_27.09_id28_voxel.npz
28,phr_39.24_id29,1028,generated,3.0,250.0,0.1,3,0.25,0.5,1.8,0.4,6804,1302,71,7470,0,0.16704059636788285,39.235832705169514,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v2\voxel_structures\phr_39.24_id29_voxel.npz
29,phr_37.17_id30,1029,generated,3.0,250.0,0.1,3,0.25,0.5,1.8,0.4,6539,1206,75,7394,0,0.15963798805824506,37.16674356868109,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v2\voxel_structures\phr_37.17_id30_voxel.npz
30,phr_39.77_id31,1030,generated,3.0,250.0,0.1,3.5,0.25,0.5,1.8,0.4,6740,1270,57,8185,0,0.16893623998688245,39.77160862556138,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v2\voxel_structures\phr_39.77_id31_voxel.npz
31,phr_48.14_id32,1031,generated,3.0,250.0,0.1,3.5,0.25,0.5,1.8,0.4,6708,1469,66,10059,0,0.19744687998656252,48.13502102025587,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v2\voxel_structures\phr_48.14_id32_voxel.npz
32,phr_36.14_id33,1032,generated,3.0,250.0,0.1,3.5,0.25,0.5,1.8,0.4,6733,1227,63,7238,0,0.15590668954236603,36.1375719468883,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v2\voxel_structures\phr_36.14_id33_voxel.npz
33,phr_59.00_id34,1033,generated,3.0,250.0,0.1,3.5,0.25,0.5,1.8,0.4,6747,1788,66,11628,0,0.23169644106907902,59.00260626953118,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v2\voxel_structures\phr_59.00_id34_voxel.npz
34,phr_43.85_id35,1034,generated,3.0,250.0,0.1,3.5,0.25,0.5,1.8,0.4,6830,1374,62,9130,0,0.1830735821665527,43.84574125039111,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v2\voxel_structures\phr_43.85_id35_voxel.npz
35,phr_36.80_id36,1035,generated,3.0,250.0,0.1,3.5,0.25,0.5,1.8,0.4,6751,1250,79,6849,0,0.15832623466788243,36.803893950543475,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v2\voxel_structures\phr_36.80_id36_voxel.npz
36,phr_30.18_id37,1036,generated,3.0,250.0,0.1,3.5,0.25,0.5,1.8,0.4,6815,1050,90,5880,0,0.13364687438761513,30.18203632858983,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v2\voxel_structures\phr_30.18_id37_voxel.npz
37,phr_34.92_id38,1037,generated,3.0,250.0,0.1,3.5,0.25,0.5,1.8,0.4,6773,1149,57,7407,0,0.15144352861662008,34.91842511152909,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v2\voxel_structures\phr_34.92_id38_voxel.npz
38,phr_39.39_id39,1038,generated,3.0,250.0,0.1,3.5,0.25,0.5,1.8,0.4,6807,1246,83,8360,0,0.1675724963706823,39.38592016724047,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v2\voxel_structures\phr_39.39_id39_voxel.npz
39,phr_38.50_id40,1039,generated,3.0,250.0,0.1,3.5,0.25,0.5,1.8,0.4,6739,1254,63,7556,0,0.1644250880834403,38.50058860142184,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v2\voxel_structures\phr_38.50_id40_voxel.npz
40,phr_46.86_id41,1040,generated,3.0,250.0,0.1,4,0.25,0.5,1.8,0.4,6839,1469,75,9478,0,0.19323167244558023,46.86128035967145,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v2\voxel_structures\phr_46.86_id41_voxel.npz
41,phr_57.66_id42,1041,generated,3.0,250.0,0.1,4,0.25,0.5,1.8,0.4,6838,1727,74,11886,0,0.22761320871676124,57.656370615518604,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v2\voxel_structures\phr_57.66_id42_voxel.npz
42,phr_45.39_id43,1042,generated,3.0,250.0,0.1,4,0.25,0.5,1.8,0.4,6707,1459,51,9045,0,0.18832059572800314,45.39394957277517,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v2\voxel_structures\phr_45.39_id43_voxel.npz
43,phr_45.16_id44,1043,generated,3.0,250.0,0.1,4,0.25,0.5,1.8,0.4,6762,1426,66,9052,0,0.18754074234044,45.162577188022134,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v2\voxel_structures\phr_45.16_id44_voxel.npz
44,phr_65.54_id45,1044,generated,3.0,250.0,0.1,4,0.25,0.5,1.8,0.4,6636,1885,63,13499,0,0.2509288253808284,65.54086159858625,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v2\voxel_structures\phr_65.54_id45_voxel.npz
45,phr_46.05_id46,1045,generated,3.0,250.0,0.1,4,0.25,0.5,1.8,0.4,6814,1449,66,9383,0,0.19051218370946263,46.04655209078432,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v2\voxel_structures\phr_46.05_id46_voxel.npz
46,phr_42.69_id47,1046,generated,3.0,250.0,0.1,4,0.25,0.5,1.8,0.4,6685,1343,79,8815,0,0.1791023287621927,42.687123137251916,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v2\voxel_structures\phr_42.69_id47_voxel.npz
47,phr_48.46_id48,1047,generated,3.0,250.0,0.1,4,0.25,0.5,1.8,0.4,6841,1520,51,9621,0,0.19852667698472687,48.46346698810112,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v2\voxel_structures\phr_48.46_id48_voxel.npz
48,phr_42.69_id49,1048,generated,3.0,250.0,0.1,4,0.25,0.5,1.8,0.4,6765,1353,57,8634,0,0.17911432650661677,42.69060661133917,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v2\voxel_structures\phr_42.69_id49_voxel.npz
49,phr_44.45_id50,1049,generated,3.0,250.0,0.1,4,0.25,0.5,1.8,0.4,6812,1417,67,8935,0,0.18512519646306494,44.44872632810054,,C:\Coding\mixed-fft-master\microstructure_generation/3D_samples/improved_struct_v2\voxel_structures\phr_44.45_id50_voxel.npz
